"","gid_1","borders"
"8385","MKD.1_1","MKD.34_1"
"8386","MKD.1_1","MKD.70_1"
"8387","MKD.2_1","MKD.23_1"
"8388","MKD.2_1","MKD.28_1"
"8389","MKD.2_1","MKD.41_1"
"8390","MKD.2_1","MKD.43_1"
"8391","MKD.3_1","BGR.1_1"
"8392","MKD.3_1","MKD.7_1"
"8393","MKD.3_1","MKD.18_1"
"8394","MKD.3_1","MKD.51_1"
"8395","MKD.3_1","MKD.54_1"
"8396","MKD.3_1","MKD.59_1"
"8397","MKD.3_1","MKD.76_1"
"8398","MKD.3_1","MKD.79_1"
"8399","MKD.4_1","GRC.5_1"
"8400","MKD.4_1","MKD.19_1"
"8401","MKD.4_1","MKD.40_1"
"8402","MKD.4_1","MKD.48_1"
"8403","MKD.4_1","MKD.50_1"
"8404","MKD.4_1","MKD.61_1"
"8405","MKD.5_1","GRC.6_1"
"8406","MKD.5_1","MKD.24_1"
"8407","MKD.5_1","MKD.65_1"
"8408","MKD.5_1","MKD.75_1"
"8409","MKD.6_1","MKD.8_1"
"8410","MKD.6_1","MKD.74_1"
"8411","MKD.6_1","MKD.81_1"
"8412","MKD.6_1","XKO.6_1"
"8413","MKD.7_1","MKD.3_1"
"8414","MKD.7_1","MKD.51_1"
"8415","MKD.7_1","MKD.69_1"
"8416","MKD.7_1","MKD.76_1"
"8417","MKD.8_1","MKD.6_1"
"8418","MKD.8_1","MKD.26_1"
"8419","MKD.8_1","MKD.46_1"
"8420","MKD.8_1","MKD.74_1"
"8421","MKD.8_1","MKD.81_1"
"8422","MKD.8_1","MKD.84_1"
"8423","MKD.9_1","MKD.10_1"
"8424","MKD.9_1","MKD.15_1"
"8425","MKD.9_1","MKD.23_1"
"8426","MKD.9_1","MKD.43_1"
"8427","MKD.9_1","MKD.71_1"
"8428","MKD.10_1","MKD.1_1"
"8429","MKD.10_1","MKD.9_1"
"8430","MKD.10_1","MKD.12_1"
"8431","MKD.10_1","MKD.15_1"
"8432","MKD.10_1","MKD.23_1"
"8433","MKD.10_1","MKD.31_1"
"8434","MKD.11_1","MKD.21_1"
"8435","MKD.11_1","MKD.27_1"
"8436","MKD.11_1","MKD.32_1"
"8437","MKD.11_1","MKD.46_1"
"8438","MKD.11_1","MKD.57_1"
"8439","MKD.11_1","MKD.62_1"
"8440","MKD.11_1","MKD.70_1"
"8441","MKD.11_1","MKD.77_1"
"8442","MKD.11_1","MKD.83_1"
"8443","MKD.12_1","MKD.1_1"
"8444","MKD.12_1","MKD.10_1"
"8445","MKD.12_1","MKD.31_1"
"8446","MKD.12_1","MKD.34_1"
"8447","MKD.13_1","ALB.2_1"
"8448","MKD.13_1","MKD.16_1"
"8449","MKD.13_1","MKD.68_1"
"8450","MKD.14_1","MKD.30_1"
"8451","MKD.14_1","MKD.35_1"
"8452","MKD.14_1","MKD.58_1"
"8453","MKD.14_1","MKD.85_1"
"8454","MKD.15_1","MKD.9_1"
"8455","MKD.15_1","MKD.10_1"
"8456","MKD.15_1","MKD.25_1"
"8457","MKD.15_1","MKD.31_1"
"8458","MKD.15_1","MKD.43_1"
"8459","MKD.15_1","MKD.71_1"
"8460","MKD.15_1","XKO.2_1"
"8461","MKD.15_1","XKO.7_1"
"8462","MKD.16_1","ALB.2_1"
"8463","MKD.16_1","MKD.13_1"
"8464","MKD.16_1","MKD.22_1"
"8465","MKD.16_1","MKD.47_1"
"8466","MKD.16_1","MKD.68_1"
"8467","MKD.17_1","MKD.19_1"
"8468","MKD.17_1","MKD.22_1"
"8469","MKD.17_1","MKD.52_1"
"8470","MKD.17_1","MKD.68_1"
"8471","MKD.18_1","BGR.1_1"
"8472","MKD.18_1","BGR.8_1"
"8473","MKD.18_1","MKD.3_1"
"8474","MKD.18_1","MKD.45_1"
"8475","MKD.18_1","MKD.54_1"
"8476","MKD.18_1","MKD.79_1"
"8477","MKD.19_1","MKD.4_1"
"8478","MKD.19_1","MKD.17_1"
"8479","MKD.19_1","MKD.22_1"
"8480","MKD.19_1","MKD.40_1"
"8481","MKD.19_1","MKD.52_1"
"8482","MKD.19_1","MKD.61_1"
"8483","MKD.20_1","MKD.24_1"
"8484","MKD.20_1","MKD.32_1"
"8485","MKD.20_1","MKD.36_1"
"8486","MKD.20_1","MKD.49_1"
"8487","MKD.20_1","MKD.75_1"
"8488","MKD.21_1","MKD.11_1"
"8489","MKD.21_1","MKD.39_1"
"8490","MKD.21_1","MKD.40_1"
"8491","MKD.21_1","MKD.46_1"
"8492","MKD.21_1","MKD.57_1"
"8493","MKD.22_1","MKD.16_1"
"8494","MKD.22_1","MKD.17_1"
"8495","MKD.22_1","MKD.19_1"
"8496","MKD.22_1","MKD.33_1"
"8497","MKD.22_1","MKD.40_1"
"8498","MKD.22_1","MKD.47_1"
"8499","MKD.22_1","MKD.56_1"
"8500","MKD.22_1","MKD.68_1"
"8501","MKD.22_1","MKD.80_1"
"8502","MKD.22_1","MKD.82_1"
"8503","MKD.23_1","MKD.1_1"
"8504","MKD.23_1","MKD.2_1"
"8505","MKD.23_1","MKD.9_1"
"8506","MKD.23_1","MKD.10_1"
"8507","MKD.23_1","MKD.28_1"
"8508","MKD.23_1","MKD.43_1"
"8509","MKD.23_1","MKD.55_1"
"8510","MKD.23_1","MKD.70_1"
"8511","MKD.24_1","GRC.6_1"
"8512","MKD.24_1","MKD.5_1"
"8513","MKD.24_1","MKD.20_1"
"8514","MKD.24_1","MKD.32_1"
"8515","MKD.24_1","MKD.75_1"
"8516","MKD.25_1","MKD.15_1"
"8517","MKD.25_1","MKD.31_1"
"8518","MKD.25_1","MKD.63_1"
"8519","MKD.25_1","XKO.7_1"
"8520","MKD.26_1","MKD.8_1"
"8521","MKD.26_1","MKD.46_1"
"8522","MKD.26_1","MKD.47_1"
"8523","MKD.26_1","MKD.53_1"
"8524","MKD.26_1","MKD.81_1"
"8525","MKD.26_1","MKD.82_1"
"8526","MKD.26_1","XKO.6_1"
"8527","MKD.27_1","MKD.11_1"
"8528","MKD.27_1","MKD.44_1"
"8529","MKD.27_1","MKD.49_1"
"8530","MKD.27_1","MKD.62_1"
"8531","MKD.27_1","MKD.67_1"
"8532","MKD.27_1","MKD.77_1"
"8533","MKD.28_1","MKD.2_1"
"8534","MKD.28_1","MKD.23_1"
"8535","MKD.28_1","MKD.41_1"
"8536","MKD.28_1","MKD.55_1"
"8537","MKD.29_1","MKD.63_1"
"8538","MKD.29_1","MKD.73_1"
"8539","MKD.29_1","MKD.74_1"
"8540","MKD.29_1","MKD.84_1"
"8541","MKD.29_1","XKO.7_1"
"8542","MKD.30_1","MKD.14_1"
"8543","MKD.30_1","MKD.58_1"
"8544","MKD.30_1","MKD.59_1"
"8545","MKD.30_1","MKD.67_1"
"8546","MKD.30_1","MKD.79_1"
"8547","MKD.30_1","MKD.85_1"
"8548","MKD.31_1","MKD.10_1"
"8549","MKD.31_1","MKD.12_1"
"8550","MKD.31_1","MKD.15_1"
"8551","MKD.31_1","MKD.25_1"
"8552","MKD.31_1","MKD.34_1"
"8553","MKD.31_1","MKD.63_1"
"8554","MKD.31_1","MKD.64_1"
"8555","MKD.32_1","GRC.6_1"
"8556","MKD.32_1","MKD.11_1"
"8557","MKD.32_1","MKD.20_1"
"8558","MKD.32_1","MKD.24_1"
"8559","MKD.32_1","MKD.49_1"
"8560","MKD.32_1","MKD.57_1"
"8561","MKD.32_1","MKD.62_1"
"8562","MKD.33_1","MKD.22_1"
"8563","MKD.33_1","MKD.53_1"
"8564","MKD.33_1","MKD.80_1"
"8565","MKD.33_1","MKD.82_1"
"8566","MKD.34_1","MKD.1_1"
"8567","MKD.34_1","MKD.12_1"
"8568","MKD.34_1","MKD.31_1"
"8569","MKD.34_1","MKD.64_1"
"8570","MKD.34_1","MKD.70_1"
"8571","MKD.35_1","MKD.14_1"
"8572","MKD.35_1","MKD.37_1"
"8573","MKD.35_1","MKD.38_1"
"8574","MKD.35_1","MKD.45_1"
"8575","MKD.35_1","MKD.58_1"
"8576","MKD.35_1","MKD.79_1"
"8577","MKD.35_1","MKD.85_1"
"8578","MKD.36_1","MKD.20_1"
"8579","MKD.36_1","MKD.49_1"
"8580","MKD.36_1","MKD.59_1"
"8581","MKD.36_1","MKD.67_1"
"8582","MKD.36_1","MKD.69_1"
"8583","MKD.36_1","MKD.75_1"
"8584","MKD.36_1","MKD.76_1"
"8585","MKD.37_1","MKD.35_1"
"8586","MKD.37_1","MKD.38_1"
"8587","MKD.37_1","MKD.41_1"
"8588","MKD.37_1","MKD.58_1"
"8589","MKD.37_1","MKD.60_1"
"8590","MKD.37_1","MKD.66_1"
"8591","MKD.37_1","MKD.72_1"
"8592","MKD.38_1","BGR.8_1"
"8593","MKD.38_1","MKD.35_1"
"8594","MKD.38_1","MKD.37_1"
"8595","MKD.38_1","MKD.45_1"
"8596","MKD.38_1","MKD.60_1"
"8597","MKD.38_1","SRB.11_1"
"8598","MKD.39_1","MKD.21_1"
"8599","MKD.39_1","MKD.40_1"
"8600","MKD.39_1","MKD.48_1"
"8601","MKD.39_1","MKD.57_1"
"8602","MKD.40_1","MKD.4_1"
"8603","MKD.40_1","MKD.19_1"
"8604","MKD.40_1","MKD.21_1"
"8605","MKD.40_1","MKD.22_1"
"8606","MKD.40_1","MKD.39_1"
"8607","MKD.40_1","MKD.46_1"
"8608","MKD.40_1","MKD.48_1"
"8609","MKD.40_1","MKD.56_1"
"8610","MKD.41_1","MKD.2_1"
"8611","MKD.41_1","MKD.28_1"
"8612","MKD.41_1","MKD.37_1"
"8613","MKD.41_1","MKD.43_1"
"8614","MKD.41_1","MKD.55_1"
"8615","MKD.41_1","MKD.66_1"
"8616","MKD.41_1","MKD.72_1"
"8617","MKD.41_1","SRB.11_1"
"8618","MKD.42_1","ALB.7_1"
"8619","MKD.42_1","MKD.52_1"
"8620","MKD.42_1","MKD.68_1"
"8621","MKD.43_1","MKD.2_1"
"8622","MKD.43_1","MKD.9_1"
"8623","MKD.43_1","MKD.15_1"
"8624","MKD.43_1","MKD.23_1"
"8625","MKD.43_1","MKD.41_1"
"8626","MKD.43_1","SRB.11_1"
"8627","MKD.43_1","XKO.2_1"
"8628","MKD.44_1","MKD.27_1"
"8629","MKD.44_1","MKD.67_1"
"8630","MKD.44_1","MKD.72_1"
"8631","MKD.44_1","MKD.77_1"
"8632","MKD.45_1","BGR.8_1"
"8633","MKD.45_1","MKD.18_1"
"8634","MKD.45_1","MKD.35_1"
"8635","MKD.45_1","MKD.38_1"
"8636","MKD.45_1","MKD.79_1"
"8637","MKD.46_1","MKD.8_1"
"8638","MKD.46_1","MKD.11_1"
"8639","MKD.46_1","MKD.21_1"
"8640","MKD.46_1","MKD.26_1"
"8641","MKD.46_1","MKD.40_1"
"8642","MKD.46_1","MKD.53_1"
"8643","MKD.46_1","MKD.56_1"
"8644","MKD.46_1","MKD.64_1"
"8645","MKD.46_1","MKD.70_1"
"8646","MKD.46_1","MKD.80_1"
"8647","MKD.46_1","MKD.84_1"
"8648","MKD.47_1","ALB.2_1"
"8649","MKD.47_1","MKD.16_1"
"8650","MKD.47_1","MKD.22_1"
"8651","MKD.47_1","MKD.26_1"
"8652","MKD.47_1","MKD.82_1"
"8653","MKD.47_1","XKO.6_1"
"8654","MKD.48_1","MKD.4_1"
"8655","MKD.48_1","MKD.39_1"
"8656","MKD.48_1","MKD.40_1"
"8657","MKD.48_1","MKD.50_1"
"8658","MKD.48_1","MKD.57_1"
"8659","MKD.49_1","MKD.20_1"
"8660","MKD.49_1","MKD.27_1"
"8661","MKD.49_1","MKD.32_1"
"8662","MKD.49_1","MKD.36_1"
"8663","MKD.49_1","MKD.62_1"
"8664","MKD.49_1","MKD.67_1"
"8665","MKD.50_1","GRC.5_1"
"8666","MKD.50_1","GRC.6_1"
"8667","MKD.50_1","MKD.4_1"
"8668","MKD.50_1","MKD.48_1"
"8669","MKD.50_1","MKD.57_1"
"8670","MKD.51_1","BGR.1_1"
"8671","MKD.51_1","GRC.6_1"
"8672","MKD.51_1","MKD.3_1"
"8673","MKD.51_1","MKD.7_1"
"8674","MKD.51_1","MKD.69_1"
"8675","MKD.52_1","ALB.7_1"
"8676","MKD.52_1","MKD.17_1"
"8677","MKD.52_1","MKD.19_1"
"8678","MKD.52_1","MKD.42_1"
"8679","MKD.52_1","MKD.61_1"
"8680","MKD.52_1","MKD.68_1"
"8681","MKD.53_1","MKD.26_1"
"8682","MKD.53_1","MKD.33_1"
"8683","MKD.53_1","MKD.46_1"
"8684","MKD.53_1","MKD.80_1"
"8685","MKD.53_1","MKD.82_1"
"8686","MKD.54_1","BGR.1_1"
"8687","MKD.54_1","MKD.3_1"
"8688","MKD.54_1","MKD.18_1"
"8689","MKD.55_1","MKD.23_1"
"8690","MKD.55_1","MKD.28_1"
"8691","MKD.55_1","MKD.41_1"
"8692","MKD.55_1","MKD.70_1"
"8693","MKD.55_1","MKD.72_1"
"8694","MKD.55_1","MKD.77_1"
"8695","MKD.55_1","MKD.83_1"
"8696","MKD.56_1","MKD.22_1"
"8697","MKD.56_1","MKD.40_1"
"8698","MKD.56_1","MKD.46_1"
"8699","MKD.56_1","MKD.80_1"
"8700","MKD.57_1","GRC.6_1"
"8701","MKD.57_1","MKD.11_1"
"8702","MKD.57_1","MKD.21_1"
"8703","MKD.57_1","MKD.32_1"
"8704","MKD.57_1","MKD.39_1"
"8705","MKD.57_1","MKD.48_1"
"8706","MKD.57_1","MKD.50_1"
"8707","MKD.58_1","MKD.14_1"
"8708","MKD.58_1","MKD.30_1"
"8709","MKD.58_1","MKD.35_1"
"8710","MKD.58_1","MKD.37_1"
"8711","MKD.58_1","MKD.67_1"
"8712","MKD.58_1","MKD.72_1"
"8713","MKD.59_1","MKD.3_1"
"8714","MKD.59_1","MKD.30_1"
"8715","MKD.59_1","MKD.36_1"
"8716","MKD.59_1","MKD.67_1"
"8717","MKD.59_1","MKD.76_1"
"8718","MKD.59_1","MKD.79_1"
"8719","MKD.60_1","MKD.37_1"
"8720","MKD.60_1","MKD.38_1"
"8721","MKD.60_1","MKD.66_1"
"8722","MKD.60_1","SRB.11_1"
"8723","MKD.61_1","ALB.7_1"
"8724","MKD.61_1","GRC.5_1"
"8725","MKD.61_1","MKD.4_1"
"8726","MKD.61_1","MKD.19_1"
"8727","MKD.61_1","MKD.52_1"
"8728","MKD.62_1","MKD.11_1"
"8729","MKD.62_1","MKD.27_1"
"8730","MKD.62_1","MKD.32_1"
"8731","MKD.62_1","MKD.49_1"
"8732","MKD.63_1","MKD.25_1"
"8733","MKD.63_1","MKD.29_1"
"8734","MKD.63_1","MKD.31_1"
"8735","MKD.63_1","MKD.64_1"
"8736","MKD.63_1","MKD.84_1"
"8737","MKD.63_1","XKO.7_1"
"8738","MKD.64_1","MKD.31_1"
"8739","MKD.64_1","MKD.34_1"
"8740","MKD.64_1","MKD.46_1"
"8741","MKD.64_1","MKD.63_1"
"8742","MKD.64_1","MKD.70_1"
"8743","MKD.64_1","MKD.84_1"
"8744","MKD.65_1","GRC.6_1"
"8745","MKD.65_1","MKD.5_1"
"8746","MKD.65_1","MKD.75_1"
"8747","MKD.66_1","MKD.37_1"
"8748","MKD.66_1","MKD.41_1"
"8749","MKD.66_1","MKD.60_1"
"8750","MKD.66_1","SRB.11_1"
"8751","MKD.67_1","MKD.27_1"
"8752","MKD.67_1","MKD.30_1"
"8753","MKD.67_1","MKD.36_1"
"8754","MKD.67_1","MKD.44_1"
"8755","MKD.67_1","MKD.49_1"
"8756","MKD.67_1","MKD.58_1"
"8757","MKD.67_1","MKD.59_1"
"8758","MKD.67_1","MKD.72_1"
"8759","MKD.68_1","ALB.2_1"
"8760","MKD.68_1","ALB.4_1"
"8761","MKD.68_1","ALB.7_1"
"8762","MKD.68_1","MKD.13_1"
"8763","MKD.68_1","MKD.16_1"
"8764","MKD.68_1","MKD.17_1"
"8765","MKD.68_1","MKD.22_1"
"8766","MKD.68_1","MKD.42_1"
"8767","MKD.68_1","MKD.52_1"
"8768","MKD.68_1","MKD.78_1"
"8769","MKD.69_1","GRC.6_1"
"8770","MKD.69_1","MKD.7_1"
"8771","MKD.69_1","MKD.36_1"
"8772","MKD.69_1","MKD.51_1"
"8773","MKD.69_1","MKD.75_1"
"8774","MKD.69_1","MKD.76_1"
"8775","MKD.70_1","MKD.1_1"
"8776","MKD.70_1","MKD.11_1"
"8777","MKD.70_1","MKD.23_1"
"8778","MKD.70_1","MKD.34_1"
"8779","MKD.70_1","MKD.46_1"
"8780","MKD.70_1","MKD.55_1"
"8781","MKD.70_1","MKD.64_1"
"8782","MKD.70_1","MKD.83_1"
"8783","MKD.71_1","MKD.9_1"
"8784","MKD.71_1","MKD.15_1"
"8785","MKD.72_1","MKD.37_1"
"8786","MKD.72_1","MKD.41_1"
"8787","MKD.72_1","MKD.44_1"
"8788","MKD.72_1","MKD.55_1"
"8789","MKD.72_1","MKD.58_1"
"8790","MKD.72_1","MKD.67_1"
"8791","MKD.72_1","MKD.77_1"
"8792","MKD.73_1","MKD.29_1"
"8793","MKD.73_1","MKD.74_1"
"8794","MKD.73_1","XKO.6_1"
"8795","MKD.73_1","XKO.7_1"
"8796","MKD.74_1","MKD.6_1"
"8797","MKD.74_1","MKD.8_1"
"8798","MKD.74_1","MKD.29_1"
"8799","MKD.74_1","MKD.73_1"
"8800","MKD.74_1","MKD.84_1"
"8801","MKD.74_1","XKO.6_1"
"8802","MKD.75_1","GRC.6_1"
"8803","MKD.75_1","MKD.5_1"
"8804","MKD.75_1","MKD.20_1"
"8805","MKD.75_1","MKD.24_1"
"8806","MKD.75_1","MKD.36_1"
"8807","MKD.75_1","MKD.65_1"
"8808","MKD.75_1","MKD.69_1"
"8809","MKD.76_1","MKD.3_1"
"8810","MKD.76_1","MKD.7_1"
"8811","MKD.76_1","MKD.36_1"
"8812","MKD.76_1","MKD.59_1"
"8813","MKD.76_1","MKD.69_1"
"8814","MKD.77_1","MKD.11_1"
"8815","MKD.77_1","MKD.27_1"
"8816","MKD.77_1","MKD.44_1"
"8817","MKD.77_1","MKD.55_1"
"8818","MKD.77_1","MKD.72_1"
"8819","MKD.77_1","MKD.83_1"
"8820","MKD.78_1","ALB.4_1"
"8821","MKD.78_1","MKD.68_1"
"8822","MKD.79_1","MKD.3_1"
"8823","MKD.79_1","MKD.18_1"
"8824","MKD.79_1","MKD.30_1"
"8825","MKD.79_1","MKD.35_1"
"8826","MKD.79_1","MKD.45_1"
"8827","MKD.79_1","MKD.59_1"
"8828","MKD.79_1","MKD.85_1"
"8829","MKD.80_1","MKD.22_1"
"8830","MKD.80_1","MKD.33_1"
"8831","MKD.80_1","MKD.46_1"
"8832","MKD.80_1","MKD.53_1"
"8833","MKD.80_1","MKD.56_1"
"8834","MKD.81_1","MKD.6_1"
"8835","MKD.81_1","MKD.8_1"
"8836","MKD.81_1","MKD.26_1"
"8837","MKD.81_1","XKO.6_1"
"8838","MKD.82_1","MKD.22_1"
"8839","MKD.82_1","MKD.26_1"
"8840","MKD.82_1","MKD.33_1"
"8841","MKD.82_1","MKD.47_1"
"8842","MKD.82_1","MKD.53_1"
"8843","MKD.83_1","MKD.11_1"
"8844","MKD.83_1","MKD.55_1"
"8845","MKD.83_1","MKD.70_1"
"8846","MKD.83_1","MKD.77_1"
"8847","MKD.84_1","MKD.8_1"
"8848","MKD.84_1","MKD.29_1"
"8849","MKD.84_1","MKD.46_1"
"8850","MKD.84_1","MKD.63_1"
"8851","MKD.84_1","MKD.64_1"
"8852","MKD.84_1","MKD.74_1"
"8853","MKD.85_1","MKD.14_1"
"8854","MKD.85_1","MKD.30_1"
"8855","MKD.85_1","MKD.35_1"
"8856","MKD.85_1","MKD.79_1"
"8857","MLI.1_1","MLI.5_1"
"8858","MLI.2_1","BFA.12_1"
"8859","MLI.2_1","MLI.4_1"
"8860","MLI.2_1","MLI.9_1"
"8861","MLI.2_1","NER.6_1"
"8862","MLI.2_1","NER.7_1"
"8863","MLI.3_1","GIN.3_1"
"8864","MLI.3_1","GIN.4_1"
"8865","MLI.3_1","GIN.6_1"
"8866","MLI.3_1","MLI.5_1"
"8867","MLI.3_1","MRT.2_1"
"8868","MLI.3_1","MRT.6_1"
"8869","MLI.3_1","MRT.8_1"
"8870","MLI.3_1","SEN.6_1"
"8871","MLI.3_1","SEN.12_1"
"8872","MLI.4_1","DZA.1_1"
"8873","MLI.4_1","DZA.41_1"
"8874","MLI.4_1","MLI.2_1"
"8875","MLI.4_1","MLI.9_1"
"8876","MLI.4_1","NER.1_1"
"8877","MLI.4_1","NER.6_1"
"8878","MLI.5_1","GIN.4_1"
"8879","MLI.5_1","MLI.1_1"
"8880","MLI.5_1","MLI.3_1"
"8881","MLI.5_1","MLI.7_1"
"8882","MLI.5_1","MLI.8_1"
"8883","MLI.5_1","MRT.7_1"
"8884","MLI.5_1","MRT.8_1"
"8885","MLI.6_1","BFA.1_1"
"8886","MLI.6_1","BFA.10_1"
"8887","MLI.6_1","BFA.12_1"
"8888","MLI.6_1","MLI.7_1"
"8889","MLI.6_1","MLI.9_1"
"8890","MLI.7_1","BFA.1_1"
"8891","MLI.7_1","MLI.5_1"
"8892","MLI.7_1","MLI.6_1"
"8893","MLI.7_1","MLI.8_1"
"8894","MLI.7_1","MLI.9_1"
"8895","MLI.7_1","MRT.7_1"
"8896","MLI.8_1","BFA.1_1"
"8897","MLI.8_1","BFA.2_1"
"8898","MLI.8_1","BFA.9_1"
"8899","MLI.8_1","CIV.4_1"
"8900","MLI.8_1","CIV.10_1"
"8901","MLI.8_1","GIN.4_1"
"8902","MLI.8_1","MLI.5_1"
"8903","MLI.8_1","MLI.7_1"
"8904","MLI.9_1","BFA.12_1"
"8905","MLI.9_1","DZA.1_1"
"8906","MLI.9_1","MLI.2_1"
"8907","MLI.9_1","MLI.4_1"
"8908","MLI.9_1","MLI.6_1"
"8909","MLI.9_1","MLI.7_1"
"8910","MLI.9_1","MRT.1_1"
"8911","MLI.9_1","MRT.7_1"
"8912","MLI.9_1","MRT.12_1"
"8913","MLT.1_1","MLT.3_1"
"8914","MLT.1_1","MLT.4_1"
"8915","MLT.1_1","MLT.5_1"
"8916","MLT.3_1","MLT.1_1"
"8917","MLT.3_1","MLT.4_1"
"8918","MLT.3_1","MLT.5_1"
"8919","MLT.4_1","MLT.1_1"
"8920","MLT.4_1","MLT.3_1"
"8921","MLT.5_1","MLT.1_1"
"8922","MLT.5_1","MLT.3_1"
"8923","MMR.1_1","MMR.2_1"
"8924","MMR.1_1","MMR.11_1"
"8925","MMR.1_1","MMR.15_1"
"8926","MMR.2_1","MMR.1_1"
"8927","MMR.2_1","MMR.6_1"
"8928","MMR.2_1","MMR.7_1"
"8929","MMR.2_1","MMR.8_1"
"8930","MMR.2_1","MMR.9_1"
"8931","MMR.2_1","MMR.11_1"
"8932","MMR.2_1","MMR.15_1"
"8933","MMR.3_1","BGD.2_1"
"8934","MMR.3_1","IND.21_1"
"8935","MMR.3_1","IND.23_1"
"8936","MMR.3_1","MMR.7_1"
"8937","MMR.3_1","MMR.11_1"
"8938","MMR.3_1","MMR.12_1"
"8939","MMR.4_1","CHN.29_1"
"8940","MMR.4_1","CHN.30_1"
"8941","MMR.4_1","IND.3_1"
"8942","MMR.4_1","MMR.12_1"
"8943","MMR.4_1","MMR.13_1"
"8944","MMR.5_1","MMR.6_1"
"8945","MMR.5_1","MMR.13_1"
"8946","MMR.5_1","THA.23_1"
"8947","MMR.6_1","MMR.2_1"
"8948","MMR.6_1","MMR.5_1"
"8949","MMR.6_1","MMR.8_1"
"8950","MMR.6_1","MMR.9_1"
"8951","MMR.6_1","MMR.13_1"
"8952","MMR.6_1","THA.16_1"
"8953","MMR.6_1","THA.23_1"
"8954","MMR.6_1","THA.69_1"
"8955","MMR.7_1","MMR.2_1"
"8956","MMR.7_1","MMR.3_1"
"8957","MMR.7_1","MMR.8_1"
"8958","MMR.7_1","MMR.11_1"
"8959","MMR.7_1","MMR.12_1"
"8960","MMR.8_1","MMR.2_1"
"8961","MMR.8_1","MMR.6_1"
"8962","MMR.8_1","MMR.7_1"
"8963","MMR.8_1","MMR.10_1"
"8964","MMR.8_1","MMR.12_1"
"8965","MMR.8_1","MMR.13_1"
"8966","MMR.9_1","MMR.2_1"
"8967","MMR.9_1","MMR.6_1"
"8968","MMR.9_1","MMR.14_1"
"8969","MMR.9_1","THA.16_1"
"8970","MMR.10_1","MMR.8_1"
"8971","MMR.11_1","BGD.2_1"
"8972","MMR.11_1","MMR.1_1"
"8973","MMR.11_1","MMR.2_1"
"8974","MMR.11_1","MMR.3_1"
"8975","MMR.11_1","MMR.7_1"
"8976","MMR.12_1","IND.3_1"
"8977","MMR.12_1","IND.21_1"
"8978","MMR.12_1","IND.24_1"
"8979","MMR.12_1","MMR.3_1"
"8980","MMR.12_1","MMR.4_1"
"8981","MMR.12_1","MMR.7_1"
"8982","MMR.12_1","MMR.8_1"
"8983","MMR.12_1","MMR.13_1"
"8984","MMR.13_1","CHN.30_1"
"8985","MMR.13_1","LAO.2_1"
"8986","MMR.13_1","LAO.7_1"
"8987","MMR.13_1","MMR.4_1"
"8988","MMR.13_1","MMR.5_1"
"8989","MMR.13_1","MMR.6_1"
"8990","MMR.13_1","MMR.8_1"
"8991","MMR.13_1","MMR.12_1"
"8992","MMR.13_1","THA.10_1"
"8993","MMR.13_1","THA.11_1"
"8994","MMR.13_1","THA.23_1"
"8995","MMR.14_1","MMR.9_1"
"8996","MMR.14_1","THA.13_1"
"8997","MMR.14_1","THA.16_1"
"8998","MMR.14_1","THA.43_1"
"8999","MMR.14_1","THA.50_1"
"9000","MMR.14_1","THA.51_1"
"9001","MMR.14_1","THA.52_1"
"9002","MMR.15_1","MMR.1_1"
"9003","MMR.15_1","MMR.2_1"
"9004","MNE.1_1","ALB.10_1"
"9005","MNE.1_1","MNE.3_1"
"9006","MNE.1_1","MNE.9_1"
"9007","MNE.1_1","MNE.13_1"
"9008","MNE.1_1","MNE.16_1"
"9009","MNE.2_1","ALB.10_1"
"9010","MNE.2_1","MNE.5_1"
"9011","MNE.2_1","MNE.6_1"
"9012","MNE.2_1","MNE.16_1"
"9013","MNE.2_1","MNE.20_1"
"9014","MNE.3_1","MNE.1_1"
"9015","MNE.3_1","MNE.4_1"
"9016","MNE.3_1","MNE.9_1"
"9017","MNE.3_1","MNE.11_1"
"9018","MNE.3_1","MNE.13_1"
"9019","MNE.3_1","MNE.17_1"
"9020","MNE.3_1","SRB.16_1"
"9021","MNE.3_1","SRB.25_1"
"9022","MNE.3_1","XKO.4_1"
"9023","MNE.4_1","MNE.3_1"
"9024","MNE.4_1","MNE.11_1"
"9025","MNE.4_1","MNE.14_1"
"9026","MNE.4_1","SRB.25_1"
"9027","MNE.5_1","MNE.2_1"
"9028","MNE.5_1","MNE.6_1"
"9029","MNE.5_1","MNE.10_1"
"9030","MNE.6_1","MNE.2_1"
"9031","MNE.6_1","MNE.5_1"
"9032","MNE.6_1","MNE.7_1"
"9033","MNE.6_1","MNE.10_1"
"9034","MNE.6_1","MNE.12_1"
"9035","MNE.6_1","MNE.16_1"
"9036","MNE.7_1","MNE.6_1"
"9037","MNE.7_1","MNE.9_1"
"9038","MNE.7_1","MNE.12_1"
"9039","MNE.7_1","MNE.16_1"
"9040","MNE.8_1","BIH.3_1"
"9041","MNE.8_1","HRV.3_1"
"9042","MNE.8_1","MNE.10_1"
"9043","MNE.8_1","MNE.12_1"
"9044","MNE.8_1","MNE.19_1"
"9045","MNE.9_1","MNE.1_1"
"9046","MNE.9_1","MNE.3_1"
"9047","MNE.9_1","MNE.7_1"
"9048","MNE.9_1","MNE.11_1"
"9049","MNE.9_1","MNE.12_1"
"9050","MNE.9_1","MNE.16_1"
"9051","MNE.9_1","MNE.18_1"
